original,Date,Open,High,Low,Close,Adj Close,Volume
20151201,2015-12-01,20.3,20.8,20.2,20.7,18.4189,798460
20151202,2015-12-02,20.8,21.7,20.8,21.2,18.8638,1343120
20151203,2015-12-03,21.4,21.4,21.2,21.3,18.9528,903160
20151204,2015-12-04,21.1,21.2,20.8,20.8,18.5079,580460
20151207,2015-12-07,20.5,20.8,20.4,20.5,18.241,615120
20151208,2015-12-08,20.3,21,20.2,21,18.6859,859320
20151209,2015-12-09,21.2,21.2,20.6,20.6,18.33,317220
20151210,2015-12-10,20.3,20.6,20.2,20.3,18.063,685510
20151211,2015-12-11,20.2,20.4,20.1,20.1,17.8851,938690
20151214,2015-12-14,20,20.4,19.9,20,17.7961,479600
20151215,2015-12-15,20,20.3,19.8,20,17.7961,1710810
20151216,2015-12-16,20,20.8,20,20.6,18.33,6453910
20151217,2015-12-17,21.8,21.8,21.2,21.5,19.1308,1962310
20151218,2015-12-18,21.1,21.5,21.1,21.3,18.9528,1297640
20151221,2015-12-21,20.9,21,20.6,20.7,18.4189,2292130
20151222,2015-12-22,20.7,21.3,20.6,20.9,18.5969,1438220
20151223,2015-12-23,20.9,21.2,20.7,20.7,18.4189,660920
20151224,2015-12-24,20.9,20.9,20.5,20.5,18.241,625710
20151225,2015-12-25,20.5,20.8,20.4,20.4,18.152,1179440
20151228,2015-12-28,20.4,20.5,20,20.2,17.974,1567150
20151229,2015-12-29,20.3,20.7,20.1,20.7,18.4189,979430
20151230,2015-12-30,20.7,21.1,20.7,20.8,18.5079,1242400
20151231,2015-12-31,20.7,20.9,20.5,20.6,18.33,1000490
20160104,2016-01-04,20.8,20.8,20.2,20.2,17.974,1019270
20160105,2016-01-05,20.2,20.4,20,20.1,17.8851,1104280
20160106,2016-01-06,20,20.3,20,20.2,17.974,895200
20160107,2016-01-07,20.1,20.2,19,19.3,17.1732,2583350
20160108,2016-01-08,19.3,19.3,18.3,18.8,16.7283,1217770
20160111,2016-01-11,19,19.3,18.9,19,16.9063,902550
20160112,2016-01-12,19,19.3,19,19.3,17.1732,615630
20160113,2016-01-13,19.4,19.5,18.9,19,16.9063,528540
20160114,2016-01-14,18.8,18.9,18.4,18.5,16.4614,1115000
20160115,2016-01-15,18.5,18.8,17.8,17.8,15.8385,1334000
20160118,2016-01-18,17.4,17.4,16.6,16.6,14.7707,3664530
20160119,2016-01-19,16.6,17.2,16.6,17.1,15.2156,1606710
20160120,2016-01-20,17.1,17.1,16.8,16.9,15.0377,760120
20160121,2016-01-21,16.8,16.9,15.8,15.8,14.0589,2699730
20160122,2016-01-22,15.8,15.9,14.7,15,13.3471,5376560
20160125,2016-01-25,15.6,16,15.5,16,14.2369,1964520
20160126,2016-01-26,16.3,16.8,15.5,16.5,14.6818,2678070
20160127,2016-01-27,16.5,17.3,16.4,17.2,15.3046,2314620
20160128,2016-01-28,17.5,17.5,16.5,16.5,14.6818,1853090
20160129,2016-01-29,16.5,16.9,16.4,16.8,14.9487,1764470
20160201,2016-02-01,16.5,16.9,16.3,16.3,14.5038,1626710
20160202,2016-02-02,16.3,16.8,16,16.2,14.4148,824540
20160203,2016-02-03,16.1,16.4,16,16.4,14.5928,718690
20160204,2016-02-04,16.5,16.6,16.2,16.2,14.4148,1099370
20160205,2016-02-05,16.2,16.4,16.1,16.4,14.5928,490750
20160215,2016-02-15,16.3,16.5,16.1,16.4,14.5928,452890
20160216,2016-02-16,16.5,16.5,16.2,16.3,14.5038,781240
20160217,2016-02-17,16.3,16.3,16,16,14.2369,1511740
20160218,2016-02-18,16.2,16.4,16.1,16.1,14.3258,1277910
20160219,2016-02-19,16.2,16.7,16.1,16.5,14.6818,1647780
20160222,2016-02-22,16.7,17.2,16.6,17.2,15.3046,2247920
20160223,2016-02-23,17.3,17.4,16.9,17,15.1267,1871900
20160224,2016-02-24,16.9,18.1,16.8,18.1,16.1054,5780650
20160225,2016-02-25,18.6,19,18.1,18.3,16.2834,3264500
20160226,2016-02-26,18.5,18.7,18.2,18.4,16.3724,1813600
20160229,2016-02-29,18.2,18.3,17.7,17.7,15.7495,2484180
20160301,2016-03-01,17.7,18.1,17.7,17.7,15.7495,1866330
20160302,2016-03-02,18,18.3,17.9,18.3,16.2834,1811300
20160303,2016-03-03,18.3,18.4,18,18.2,16.1944,1274450
20160304,2016-03-04,18.2,18.3,18.1,18.1,16.1054,1180200
20160307,2016-03-07,18.2,18.2,17.9,17.9,15.9275,1713710
20160308,2016-03-08,17.9,18,17.7,17.8,15.8385,1485440
20160309,2016-03-09,17.8,17.9,17.3,17.4,15.4826,1236990
20160310,2016-03-10,17.6,17.7,17.4,17.7,15.7495,951910
20160311,2016-03-11,17.9,18,17.7,17.7,15.7495,1299460
20160314,2016-03-14,17.8,17.9,17.6,17.7,15.7495,968310
20160315,2016-03-15,17.7,17.7,17.4,17.5,15.5716,1208710
20160316,2016-03-16,17.5,17.8,17.4,17.7,15.7495,1398670
20160317,2016-03-17,17.8,17.9,17.7,17.7,15.7495,970590
20160318,2016-03-18,17.7,17.7,17.3,17.6,15.6605,954300
20160321,2016-03-21,17.7,17.9,17.6,17.6,15.6605,1464080
20160322,2016-03-22,17.6,17.6,17.3,17.3,15.3936,1313850
20160323,2016-03-23,17.3,17.6,17.3,17.6,15.6605,994300
20160324,2016-03-24,17.5,17.5,17.2,17.2,15.3046,943010
20160325,2016-03-25,17.2,17.3,16.9,17.3,15.3936,1473220
20160328,2016-03-28,17.4,17.4,17.1,17.2,15.3046,580320
20160329,2016-03-29,17,17.2,16.9,16.9,15.0377,697840
20160330,2016-03-30,16.9,17,16.7,16.9,15.0377,824140
20160331,2016-03-31,17.1,17.2,16.7,16.7,14.8597,769430
20160401,2016-04-01,16.8,17,16.6,16.6,14.7707,1187420
20160404,2016-04-04,16.6,17,16.5,16.5,14.6818,764980
20160405,2016-04-05,16.5,16.7,16.5,16.6,14.7707,437370
20160406,2016-04-06,16.6,16.9,16.6,16.9,15.0377,1197530
20160407,2016-04-07,17,17,16.8,16.9,15.0377,452990
20160408,2016-04-08,16.9,16.9,16.8,16.8,14.9487,259830
20160411,2016-04-11,16.8,16.9,16.5,16.7,14.8597,1312000
20160412,2016-04-12,16.5,16.6,16.1,16.2,14.4148,1533930
20160413,2016-04-13,16,16.1,15.5,15.8,14.0589,2085010
20160414,2016-04-14,15.8,16.3,15.7,15.9,14.1479,1642570
20160415,2016-04-15,16.2,16.2,15.9,16,14.2369,701360
20160419,2016-04-19,15.9,15.9,15.6,15.6,13.8809,1099770
20160420,2016-04-20,15.7,15.9,15.6,15.7,13.9699,1067790
20160421,2016-04-21,15.8,15.9,15.6,15.9,14.1479,854710
20160422,2016-04-22,15.8,17,15.7,17,15.1267,2817020
20160425,2016-04-25,17.5,18,17.5,17.5,15.5716,3955540
20160426,2016-04-26,17.5,17.5,17.1,17.3,15.3936,956530
20160427,2016-04-27,17.4,17.4,16.8,17,15.1267,1222870
20160428,2016-04-28,17,17.1,16.5,16.5,14.6818,866470
20160429,2016-04-29,16.5,17.5,16.5,17.5,15.5716,3038650
20160504,2016-05-04,17.3,17.7,17,17.3,15.3936,1426100
20160505,2016-05-05,17.2,18,17.2,17.7,15.7495,3034260
20160506,2016-05-06,17.7,18.4,17.7,18.1,16.1054,4363520
20160509,2016-05-09,18.2,18.4,17.7,17.8,15.8385,2115080
20160510,2016-05-10,17.7,18.5,17.5,18.3,16.2834,3716070
20160511,2016-05-11,18.5,18.7,18.4,18.6,16.5503,3121100
20160512,2016-05-12,18.7,18.7,18.4,18.7,16.6393,2149990
20160513,2016-05-13,18.6,18.9,18.5,18.7,16.6393,3104020
20160516,2016-05-16,18.6,18.8,18.5,18.6,16.5503,1573350
20160517,2016-05-17,18.8,19.2,18.7,19,16.9063,3209630
20160518,2016-05-18,19,19.3,18.9,19,16.9063,1985700
20160519,2016-05-19,18.9,19,18.6,18.6,16.5503,966170
20160520,2016-05-20,18.6,18.8,18.2,18.3,16.2834,1977000
20160523,2016-05-23,18.3,18.4,17.9,17.9,15.9275,1529710
20160524,2016-05-24,17.9,18.1,17.7,17.9,15.9275,1644700
20160525,2016-05-25,18,18.2,17.9,17.9,15.9275,938560
20160526,2016-05-26,17.8,17.9,17.4,17.5,15.5716,1602380
20160527,2016-05-27,17.5,17.8,17.3,17.8,15.8385,1466540
20160530,2016-05-30,17.8,18.2,17.7,18.1,16.1054,661330
20160531,2016-05-31,18.2,18.4,18.1,18.2,16.1944,1813280
20160601,2016-06-01,18,18.4,18,18.3,16.2834,1032960
20160602,2016-06-02,18.3,18.5,18.2,18.5,16.4614,834990
20160603,2016-06-03,18.5,18.6,18.3,18.3,16.2834,1115540
20160606,2016-06-06,18.3,18.3,18,18.2,16.1944,1083280
20160607,2016-06-07,18.3,18.3,18,18.1,16.1054,1149500
20160608,2016-06-08,18,18.5,18,18.3,16.2834,1699270
20160609,2016-06-09,18.3,18.9,18.2,18.8,16.7283,2943510
20160610,2016-06-10,18.7,19,18.6,18.6,16.5503,3935310
20160613,2016-06-13,18.5,18.6,18.2,18.3,16.2834,886660
20160614,2016-06-14,18.1,18.3,18,18.1,16.1054,1115200
20160615,2016-06-15,18,18.3,18,18.1,16.1054,867900
20160616,2016-06-16,18.2,18.3,18,18,16.0165,819390
20160617,2016-06-17,18,18.1,17.7,18,16.0165,965090
20160620,2016-06-20,17.9,18,17.8,18,16.0165,595980
20160621,2016-06-21,18.2,18.2,17.9,18,16.0165,575810
20160622,2016-06-22,18,18,17.8,17.9,15.9275,371290
20160623,2016-06-23,17.9,18.1,17.8,18,16.0165,764500
20160624,2016-06-24,17.9,17.9,16.9,17.7,15.7495,1936510
20160627,2016-06-27,17.3,17.5,17.1,17.5,15.5716,799990
20160628,2016-06-28,17.5,17.5,17.2,17.5,15.5716,351720
20160629,2016-06-29,17.5,17.8,17.4,17.6,15.6605,1083530
20160630,2016-06-30,17.6,17.7,17.4,17.5,15.5716,639570
20160701,2016-07-01,17.4,17.6,17.3,17.4,15.4826,788490
20160704,2016-07-04,17.4,17.5,17.1,17.5,15.5716,1555770
20160705,2016-07-05,17.5,18.2,17.4,18,16.0165,2066340
20160706,2016-07-06,17.8,17.9,17.7,17.9,15.9275,598240
20160707,2016-07-07,17.8,17.9,17.7,17.9,15.9275,602090
20160708,2016-07-08,17.9,17.9,17.3,17.8,15.8385,1266730
20160711,2016-07-11,17.8,18.1,17.5,17.8,15.8385,2012310
20160712,2016-07-12,17.9,17.9,17.6,17.8,15.8385,687640
20160713,2016-07-13,17.8,18.7,17.8,18.5,16.4614,4327780
20160714,2016-07-14,18.6,19.1,18.6,18.6,16.5503,4315400
20160715,2016-07-15,18.5,18.6,18.3,18.5,16.4614,1123160
20160718,2016-07-18,18.3,18.7,18.1,18.6,16.5503,2082080
20160719,2016-07-19,18.6,18.6,17.8,18,16.0165,2758450
20160720,2016-07-20,18,18.1,17.7,17.7,15.7495,1363320
20160721,2016-07-21,17.7,17.9,17.6,17.7,15.7495,1705470
20160722,2016-07-22,17.6,17.7,17.3,17.7,15.7495,2009510
20160725,2016-07-25,17.7,17.8,17.5,17.6,15.6605,581260
20160726,2016-07-26,17.6,17.7,17.4,17.5,15.5716,858490
20160727,2016-07-27,17.4,17.8,17.4,17.7,15.7495,1091370
20160728,2016-07-28,17.6,17.8,17.5,17.6,15.6605,501590
20160729,2016-07-29,17.5,17.6,17.4,17.6,15.6605,805210
20160801,2016-08-01,17.8,17.8,17.4,17.6,15.6605,707890
20160802,2016-08-02,17.5,17.5,17,17.1,15.2156,1169700
20160803,2016-08-03,17.2,17.2,16.8,17.1,15.2156,1317460
20160804,2016-08-04,17.1,17.2,16.9,16.9,15.0377,1128240
20160805,2016-08-05,16.7,16.8,16.3,16.7,14.8597,1690970
20160808,2016-08-08,16.5,16.6,16.2,16.6,14.7707,1551990
20160809,2016-08-09,16.6,16.7,16.4,16.5,14.6818,519900
20160810,2016-08-10,16.3,16.9,16.3,16.9,15.0377,1148170
20160811,2016-08-11,16.9,17.3,16.7,17.3,15.3936,1228890
20160812,2016-08-12,17.1,17.3,16.8,17.1,15.2156,434800
20160815,2016-08-15,16.9,17.1,16.8,17.1,15.2156,632830
20160816,2016-08-16,17.1,17.1,16.8,16.9,15.0377,827940
20160817,2016-08-17,16.9,17,16.7,16.9,15.0377,285200
20160818,2016-08-18,16.8,16.8,16.5,16.7,14.8597,1343540
20160819,2016-08-19,16.7,16.7,16.3,16.6,14.7707,2029450
20160822,2016-08-22,16.4,16.6,16.4,16.5,14.6818,1257980
20160823,2016-08-23,16.4,16.5,16.3,16.5,14.6818,903350
20160824,2016-08-24,16.5,16.5,16.2,16.3,14.5038,1612330
20160825,2016-08-25,16.3,16.4,16.1,16.3,14.5038,703200
20160826,2016-08-26,16.4,16.7,16.3,16.4,14.5928,1297270
20160829,2016-08-29,16.5,16.6,16.4,16.5,14.6818,1091630
20160830,2016-08-30,16.4,16.5,16.3,16.5,14.6818,466210
20160831,2016-08-31,16.4,16.5,16.3,16.4,14.5928,734920
20160901,2016-09-01,16.4,16.4,16.1,16.4,14.5928,900430
20160905,2016-09-05,16.3,16.4,15.9,16.4,14.5928,1306300
20160906,2016-09-06,16.1,16.3,16.1,16.1,14.3258,828750
20160907,2016-09-07,16.1,16.2,15.9,16.1,14.3258,1329560
20160908,2016-09-08,16.3,16.3,16,16.3,14.5038,541640
20160909,2016-09-09,16.2,16.3,16.2,16.3,14.5038,447890
20160912,2016-09-12,16.4,16.45,16.1,16.3,14.5038,815890
20160913,2016-09-13,16.2,16.3,16.1,16.2,14.4148,477480
20160914,2016-09-14,16,16.1,15.9,15.9,14.1479,652350
20160915,2016-09-15,15.9,16,15.75,15.9,14.1479,916150
20160916,2016-09-16,15.9,15.9,15.6,15.85,14.1034,758660
20160919,2016-09-19,15.9,15.95,15.75,15.8,14.0589,367810
20160920,2016-09-20,15.75,16,15.55,16,14.2369,983190
20160921,2016-09-21,15.8,16.3,15.8,16.1,14.3258,960130
20160922,2016-09-22,16.1,16.3,16,16.05,14.2813,502770
20160923,2016-09-23,16.05,16.05,15.85,16.05,14.2813,753340
20160926,2016-09-26,16.05,16.05,15.8,15.95,14.1924,775690
20160927,2016-09-27,15.8,16.8,15.8,16.8,14.9487,4499140
20160928,2016-09-28,16.8,17.35,16.7,17.35,15.4381,3589280
20160929,2016-09-29,17.3,17.3,16.75,17,15.1267,1270170
20160930,2016-09-30,16.7,17.1,16.65,17,15.1267,1672670
20161003,2016-10-03,17,17.1,16.75,17,15.1267,1677100
20161004,2016-10-04,16.9,17.35,16.85,17.1,15.2156,1684540
20161005,2016-10-05,17.1,17.45,17,17.3,15.3936,1597280
20161006,2016-10-06,17.25,17.35,17.05,17.3,15.3936,2478390
20161007,2016-10-07,17.2,17.3,16.95,17,15.1267,905070
20161010,2016-10-10,16.95,17.1,16.7,16.75,14.9042,778870
20161011,2016-10-11,16.75,16.8,16.4,16.8,14.9487,1974890
20161012,2016-10-12,16.8,16.9,16.7,16.8,14.9487,422240
20161013,2016-10-13,16.75,16.8,16.7,16.8,14.9487,421910
20161014,2016-10-14,16.7,17.1,16.65,17,15.1267,2349780
20161017,2016-10-17,16.9,17.15,16.9,17.1,15.2156,897530
20161018,2016-10-18,17.1,17.1,16.75,17,15.1267,251130
20161019,2016-10-19,16.85,17.7,16.85,17.7,15.7495,5957570
20161020,2016-10-20,17.8,17.8,17.5,17.6,15.6605,2281060
20161021,2016-10-21,17.4,17.7,17.4,17.6,15.6605,929330
20161024,2016-10-24,17.8,17.9,17.6,17.65,15.705,3458020
20161025,2016-10-25,17.65,17.65,17.2,17.45,15.5271,2232770
20161026,2016-10-26,17.3,17.5,17,17.25,15.3491,1230860
20161027,2016-10-27,17.1,17.15,16.7,16.7,14.8597,2307600
20161028,2016-10-28,16.8,17.2,16.75,17.1,15.2156,1926490
20161031,2016-10-31,17.1,17.2,16.7,16.7,14.8597,1090960
20161101,2016-11-01,16.7,17,16.65,17,15.1267,1407290
20161102,2016-11-02,17,17,16.7,16.85,14.9932,1422400
20161103,2016-11-03,16.2,16.2,15.85,16.1,15.0865,1917430
20161104,2016-11-04,15.9,16.2,15.8,16.2,15.1802,1590540
20161107,2016-11-07,15.95,16.2,15.8,15.8,14.8054,1291320
20161108,2016-11-08,15.8,16,15.75,15.75,14.7586,650940
20161109,2016-11-09,15.8,15.8,14.8,15.8,14.8054,1444880
20161110,2016-11-10,15.9,15.9,15.7,15.8,14.8054,1048200
20161111,2016-11-11,15.7,15.85,15.55,15.7,14.7117,730860
20161114,2016-11-14,15.75,15.75,15.3,15.35,14.3838,1117210
20161115,2016-11-15,15.35,15.5,15.3,15.35,14.3838,943440
20161116,2016-11-16,15.35,15.5,15.35,15.45,14.4775,554170
20161117,2016-11-17,15.45,15.45,15.3,15.3,14.3369,680780
20161118,2016-11-18,15.35,15.35,15.2,15.3,14.3369,837340
20161121,2016-11-21,15.4,15.7,15.4,15.5,14.5243,2002790
20161122,2016-11-22,15.5,16.1,15.5,16.1,15.0865,1905030
20161123,2016-11-23,16.2,16.35,16.1,16.1,15.0865,3221530
20161124,2016-11-24,16.1,16.1,15.7,16,14.9928,617020
20161125,2016-11-25,16,16,15.7,15.9,14.8991,840410
20161128,2016-11-28,15.8,15.8,15.55,15.7,14.7117,1818540
20161129,2016-11-29,15.7,15.75,15.2,15.2,14.2432,1665320
20161130,2016-11-30,15.4,15.45,15.15,15.3,14.3369,2368910
20161201,2016-12-01,15.4,15.4,15.25,15.4,14.4306,2936240
20161202,2016-12-02,15.35,15.4,15.2,15.3,14.3369,1335510
20161205,2016-12-05,15.3,15.3,15,15.2,14.2432,1640570
20161206,2016-12-06,15.05,15.1,14.5,14.75,13.8215,2279090
20161207,2016-12-07,14.75,14.85,14.65,14.75,13.8215,1784350
20161208,2016-12-08,14.75,14.85,14.65,14.8,13.8684,1623610
20161209,2016-12-09,14.8,14.9,14.65,14.75,13.8215,772520
20161212,2016-12-12,14.6,14.75,14.45,14.6,13.681,1565240
20161213,2016-12-13,14.5,14.5,14,14.3,13.3998,2488130
20161214,2016-12-14,14.1,15.2,14.05,15.2,14.2432,1762620
20161215,2016-12-15,14.8,15,14.5,15,14.0558,2157870
20161216,2016-12-16,14.55,14.8,14.55,14.65,13.7278,1663470
20161219,2016-12-19,14.65,15,14.65,14.75,13.8215,1823730
20161220,2016-12-20,14.8,14.85,14.65,14.75,13.8215,1298970
20161221,2016-12-21,14.75,14.9,14.55,14.9,13.9621,1778310
20161222,2016-12-22,14.75,14.75,14.5,14.6,13.681,967740
20161223,2016-12-23,14.6,14.6,14.35,14.6,13.681,1837280
20161226,2016-12-26,14.6,14.75,14.55,14.6,13.681,1127830
20161227,2016-12-27,14.6,14.6,14.35,14.5,13.5873,1463890
20161228,2016-12-28,14.55,14.55,14.3,14.45,13.5404,1805210
20161229,2016-12-29,14.4,14.45,14.2,14.3,13.3998,1707820
20161230,2016-12-30,14.25,14.4,14.2,14.2,13.3061,1439980
20170103,2017-01-03,14.35,15.15,14.35,15.15,14.1963,4954000
20170104,2017-01-04,15.3,15.7,15.3,15.45,14.4775,4674470
20170105,2017-01-05,15.35,15.7,15.2,15.4,14.4306,1988580
20170106,2017-01-06,15.2,16.05,15.2,15.75,14.7586,6338280
20170109,2017-01-09,15.8,16.4,15.8,16.2,15.1802,6160700
20170110,2017-01-10,16.1,16.2,15.95,16.1,15.0865,2471780
20170111,2017-01-11,16.2,16.6,16.05,16.6,15.5551,7292910
20170112,2017-01-12,16.6,16.6,16.4,16.5,15.4614,3541500
20170113,2017-01-13,16.5,16.55,16.15,16.25,15.2271,3414240
20170116,2017-01-16,16.25,16.3,15.8,15.8,14.8054,2739610
20170117,2017-01-17,16.1,16.85,15.95,16.8,15.7425,6538420
20170118,2017-01-18,16.8,17.3,16.45,16.45,15.4145,5523490
20170119,2017-01-19,16.35,16.65,16.3,16.45,15.4145,1997400
20170120,2017-01-20,16.5,16.9,16.4,16.65,15.6019,3226890
20170123,2017-01-23,16.7,17,16.6,16.85,15.7893,3412290
20170124,2017-01-24,16.85,17.15,16.85,17,15.9299,3130040
20170125,2017-01-25,17,17,16.5,16.9,15.8362,2424360
20170202,2017-02-02,16.9,17.2,16.65,17.2,16.1173,3033030
20170203,2017-02-03,17.2,17.55,17.05,17.2,16.1173,4057580
20170206,2017-02-06,17.2,17.4,17,17.2,16.1173,2896390
20170207,2017-02-07,17.05,17.35,16.95,17.1,16.0236,3550940
20170208,2017-02-08,17.1,17.2,16.85,17,15.9299,3716420
20170209,2017-02-09,17,17.15,16.85,16.85,15.7893,3894230
20170210,2017-02-10,16.85,17.15,16.8,17.1,16.0236,3882460
20170213,2017-02-13,17.1,17.15,16.85,16.85,15.7893,2356920
20170214,2017-02-14,16.9,17.05,16.85,17,15.9299,3452520
20170215,2017-02-15,16.95,17.4,16.85,17.35,16.2579,3866520
20170216,2017-02-16,17.25,17.45,17,17,15.9299,4207540
20170217,2017-02-17,16.9,17.05,16.75,16.9,15.8362,2315410
20170220,2017-02-20,16.8,16.85,16.5,16.6,15.5551,4319650
20170221,2017-02-21,16.65,16.85,16.65,16.7,15.6488,3466220
20170222,2017-02-22,16.75,16.8,16.5,16.6,15.5551,2027200
20170223,2017-02-23,16.6,16.7,16.35,16.65,15.6019,1917960
20170224,2017-02-24,16.5,16.8,16.5,16.65,15.6019,2717550
20170227,2017-02-27,16.5,16.7,16.45,16.7,15.6488,1299320
20170228,2017-02-28,16.65,16.7,16.4,16.45,15.4145,1374710
20170301,2017-03-01,16.45,16.45,16.1,16.3,15.274,2971500
20170302,2017-03-02,16.4,16.5,16.05,16.05,15.0397,2357980
20170303,2017-03-03,16.1,16.4,15.8,16.4,15.3677,3291400
20170306,2017-03-06,16.6,16.7,16.4,16.6,15.5551,2663090
20170307,2017-03-07,16.6,16.6,16.4,16.5,15.4614,1229860
20170308,2017-03-08,16.4,16.75,16.3,16.6,15.5551,2091720
20170309,2017-03-09,16.6,16.95,16.55,16.8,15.7425,4635690
20170310,2017-03-10,16.9,16.9,16.55,16.55,15.5082,2210220
20170313,2017-03-13,16.5,16.55,16.3,16.5,15.4614,1377930
20170314,2017-03-14,16.35,16.5,16.3,16.4,15.3677,2190590
20170315,2017-03-15,16.3,16.45,16.25,16.45,15.4145,1177930
20170316,2017-03-16,16.45,16.55,16.25,16.35,15.3208,1860750
20170317,2017-03-17,16.35,16.75,16.3,16.7,15.6488,4646040
20170320,2017-03-20,16.7,16.8,16.45,16.75,15.6956,3017280
20170321,2017-03-21,16.8,17.4,16.8,17.4,16.3047,10006770
20170322,2017-03-22,17.4,17.65,17.3,17.4,16.3047,9321930
20170323,2017-03-23,17.4,17.65,17.2,17.45,16.3516,3455890
20170324,2017-03-24,17.65,17.9,17.4,17.9,16.7732,8242990
20170327,2017-03-27,18,18.15,17.65,17.75,16.6327,7212840
20170328,2017-03-28,17.6,17.8,17.4,17.4,16.3047,3129920
20170329,2017-03-29,17.45,17.45,17.1,17.4,16.3047,4029300
20170330,2017-03-30,17.4,17.85,17.35,17.75,16.6327,5467270
20170331,2017-03-31,17.75,17.75,17.4,17.55,16.4453,2402720
20170403,2017-04-03,17.45,17.55,17.15,17.15,16.0704,3046160
20170404,2017-04-04,17.3,17.45,17.05,17.2,16.1173,3160690
20170405,2017-04-05,17.2,17.35,17.1,17.15,16.0704,3256600
20170407,2017-04-07,17.1,17.25,16.8,17.1,16.0236,4065580
20170410,2017-04-10,17.2,17.25,17,17,15.9299,3210070
20170411,2017-04-11,17,17.05,16.75,17,15.9299,3274570
20170412,2017-04-12,17,17.2,16.8,17,15.9299,3272610
20170413,2017-04-13,16.9,17.1,16.8,16.9,15.8362,4017550
20170414,2017-04-14,16.7,17.05,16.45,17.05,15.9767,4089000
20170417,2017-04-17,17,17.05,16.4,16.4,15.3677,2640550
20170418,2017-04-18,16.4,16.5,16.2,16.5,15.4614,3394390
20170419,2017-04-19,16.5,16.5,16.3,16.3,15.274,2200740
20170420,2017-04-20,16.3,16.9,16.15,16.6,15.5551,3276820
20170421,2017-04-21,16.75,16.9,16.5,16.55,15.5082,2322130
20170424,2017-04-24,16.5,16.6,16.3,16.35,15.3208,915040
20170425,2017-04-25,16.4,16.5,16.2,16.35,15.3208,2039700
20170426,2017-04-26,16.3,16.75,16.15,16.5,15.4614,3093360
20170427,2017-04-27,16.5,16.7,16.45,16.6,15.5551,1305200
20170428,2017-04-28,16.3,16.7,16.3,16.6,15.5551,4054470
20170503,2017-05-03,16.6,16.8,16.5,16.6,15.5551,2134200
20170504,2017-05-04,16.6,17.05,16.45,16.8,15.7425,3603070
20170505,2017-05-05,16.8,16.8,16.4,16.55,15.5082,2558190
20170508,2017-05-08,16.65,16.65,16.3,16.5,15.4614,2750130
20170509,2017-05-09,16.4,16.7,16.35,16.6,15.5551,3390050
20170510,2017-05-10,16.6,17.3,16.6,17.1,16.0236,6204060
20170511,2017-05-11,17.1,17.25,17,17,15.9299,3438740
20170512,2017-05-12,17,17.3,16.9,16.95,15.883,3232780
20170515,2017-05-15,16.9,16.95,16.7,16.9,15.8362,3094730
20170516,2017-05-16,17,17.05,16.7,16.9,15.8362,3557650
20170517,2017-05-17,16.8,16.9,16.65,16.7,15.6488,2289770
20170518,2017-05-18,16.7,17.05,16.65,16.8,15.7425,3270310
20170519,2017-05-19,16.85,17.2,16.75,17.2,16.1173,5387170
20170522,2017-05-22,17.4,18.4,17.4,18.4,17.2418,15701040
20170523,2017-05-23,18.4,19.15,18.15,18.55,17.3823,10107090
20170524,2017-05-24,18.45,19.35,18.3,19.25,18.0383,9620910
20170525,2017-05-25,19.25,19.7,19,19.1,17.8977,8562650
20170526,2017-05-26,19,19.5,19,19.5,18.2725,6662620
20170529,2017-05-29,19.5,19.8,18.9,19,17.804,6835440
20170530,2017-05-30,18.9,19.2,18.35,18.35,17.1949,7521710
20170531,2017-05-31,18.35,18.6,18.15,18.45,17.2886,4665780
20170601,2017-06-01,18.5,18.65,18.3,18.3,17.1481,3182440
20170602,2017-06-02,18.3,18.4,17.95,18.25,17.1012,5040700
20170605,2017-06-05,18.5,18.8,18.4,18.7,17.5229,3173120
20170606,2017-06-06,18.6,19.45,18.5,19.4,18.1788,8701470
20170607,2017-06-07,19.5,19.75,19.3,19.4,18.1788,6665550
20170608,2017-06-08,19.3,19.4,18.9,19.1,17.8977,3776460
20170609,2017-06-09,19.1,19.25,18.8,18.85,17.6634,4780100
20170612,2017-06-12,18.9,19.25,18.75,18.95,17.7571,4459550
20170613,2017-06-13,19,19.7,18.9,19.5,18.2725,4418920
20170614,2017-06-14,19.7,20.1,19.65,20,18.741,7438470
20170615,2017-06-15,20.1,20.1,19.65,19.8,18.5536,5827220
20170616,2017-06-16,19.7,19.9,19.65,19.75,18.5068,3740610
20170619,2017-06-19,20,20.05,19.8,20,18.741,4812540
20170620,2017-06-20,20.3,20.6,20.1,20.55,19.2564,6648680
20170621,2017-06-21,20.4,20.6,19.85,20.3,19.0222,7245070
20170622,2017-06-22,20.4,20.5,19.85,19.85,18.6005,4700650
20170623,2017-06-23,19.7,19.9,19.6,19.9,18.6473,4067480
20170626,2017-06-26,19.9,20.35,19.8,20.2,18.9285,4079030
20170627,2017-06-27,20.2,20.35,19.9,19.9,18.6473,3955780
20170628,2017-06-28,19.85,20.2,19.7,19.95,18.6942,3584220
20170629,2017-06-29,20.15,20.6,20.15,20.3,19.0222,5414500
20170630,2017-06-30,20.2,20.4,20.2,20.4,19.1159,2718220
20170703,2017-07-03,20.4,20.95,20.4,20.7,19.397,3702190
20170704,2017-07-04,20.9,20.9,20.2,20.3,19.0222,3960190
20170705,2017-07-05,20.35,20.45,20.2,20.4,19.1159,3792250
20170706,2017-07-06,20.5,20.7,20.15,20.3,19.0222,5082620
